delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra 
DEGUSTACIJE;5,00 €/h neto;CELJE;Za naroènike izvajajo degustacije in promocije priznanih blagovnih znamk po trgovskih centrih. Pogoji: starost nad 18 let, komunikativnost in lasten prevoz (potni stroški niso povrnjeni). Delo poteka veèinoma ob vikendih, èe je potreba, obèasno tudi 10 ur/dan. Nudijo stimulativno plaèilo. Zaželene osebe z izkušnjami. Za prijavo poklièite ali pošljite vlogo na kontakt podjetja.; 3 ; DLJE ÈASA, PO POTREBI; Po dogovoru; 280267
DEGUSTACIJE;5,00 €/h neto;MARIBOR;Za naroènike izvajajo degustacije in promocije priznanih blagovnih znamk po trgovskih centrih. Pogoji: starost nad 18 let, komunikativnost in lasten prevoz (potni stroški niso povrnjeni). Delo poteka veèinoma ob vikendih, èe je potreba, obèasno tudi 10 ur/dan. Nudijo stimulativno plaèilo. Zaželene osebe z izkušnjami. Za prijavo poklièite ali pošljite vlogo na kontakt podjetja.; 3 ; DLJE ÈASA, PO POTREBI; Po dogovoru; 280266
DEGUSTACIJE;5,00 €/h neto;MURSKA SOBOTA;Za naroènike izvajajo degustacije in promocije priznanih blagovnih znamk po trgovskih centrih. Pogoji: starost nad 18 let, komunikativnost in lasten prevoz (potni stroški niso povrnjeni). Delo poteka veèinoma ob vikendih, èe je potreba, obèasno tudi 10 ur/dan. Nudijo stimulativno plaèilo. Zaželene osebe z izkušnjami. Za prijavo poklièite ali pošljite vlogo na kontakt podjetja.; 3 ; DLJE ÈASA, PO POTREBI; Po dogovoru; 280265
ADMINISTRATIVNA DELA<strong>DELO NA RECEPCIJI</strong>;4,00 €/h neto;LJUBLJANA;Podjetje išèe komunikativno in zanesljivo polnoletno osebo s smislom za organizacijo in veseljem do dela z ljudmi za pomoè na recepciji (pošta/telefon/stranke/administracija). Pogoji: desetprstno tipkanje, višji letnik študija, izpit B kategorije. Zaželene izkušnje v klicnem centru.; 1 ; DLJE ÈASA; Dopoldan; 280264
POMOÈ NA PODROÈJU MARKETINGA;PO DOGOVORU;LJUBLJANA BEŽIGRAD;V podjetju išèejo osebo za pomoè v marketingu, zaželeno s tehniènim znanjem (osnove Wordpress-a in HTML-ja …). Prièakujejo zrelo in natanèno osebo, z dobrimi komunikacijskimi sposobnostmi. Ponujajo dobro in redno plaèilo v mladem kolektivu z urejenimi poslovnimi prostori. Delovni èas in plaèilo po dogovoru.; 1 ; PO DOGOVORU; Dopoldan; 280263
PRODAJA<strong>FOTOKOPIRANJE</strong>;4,00 €/h neto;PRAGERSKO;Delo v papirnici, ca. 3 x tedensko. Obseg dela: pomoè pri prodaji, delo na blagajni, delo s strankami in fotokopiranje. Pogoj je znanje orodij MS Office: Word, Excel in Powerpoint.; 1 ; DLJE ÈASA, CA. 3 X TEDENSKO; Po dogovoru; 280262
ETIKETIRANJE;4,00 €/h neto;VIR PRI DOMŽALAH;Etiketiranje nalepk v zunanjem šotoru. Delo bo predvidoma potekalo od ponedeljka do petka, od 6. do 14. ure. Priène se lahko že 29.10. ali 5.11.2018.; 2 ; CCA 14 DNI; Dopoldan; 280261
ADMINISTRATIVNA DELA<strong>POMOÈ NA PODROÈJU MARKETINGA</strong>;4,56 €/h neto;LJUBLJANA - CENTER;Delo obsega: medijska poroèila, pomoè pri medijskem naèrtovanju, Facebook in Google implementacija. Zahtevane izkušnje in prièakovanja: napredno poznavanje programa Excel (makro, vrtilne tabele itd.), dobro poznavanje PowerPointa. Prijave skupaj z življenjepisom pošljite na navedeni e-mail do 4.11.2018, s pripisom: Medijski naèrtovalec.; 1 ; DLJE ÈASA; Dopoldan; 280260
DELO V PROIZVODNJI;4,60 €/h neto;LJUBLJANA - VIÈ;Podjetje potrebuje polnoletno, zanesljivo, natanèno in motivirano osebo  za sestavljanje konènih produktov ter delo v skladišèu. Znanje angleškega jezika je prednost. Prijave sprejemajo na telefon v èasu delovnika. Pred zaèetkom kratek razgovor in poskus dela.; 1 ; DLJE ÈASA; Dopoldan; 280259
FIZIÈNA DELA<strong>SLIKOPLESKARSKA DELA</strong>;5,07 €/h neto;ŽIRI Z OKOLICO;Podjetje išèe kandidata za pomoè pri slikopleskarskih delih. Pogoja: urejenost in vestnost. Veèinoma se dela na obmoèju Žirov in Poljanske doline.; 1 ; DLJE ÈASA; Dopoldan; 280257
KUVERTIRANJE;4,39 €/h neto;DOMŽALE;Zaželene so roène spretnosti, hitrost in da prihaja oseba iz okolice Domžal. Prièetek dela èimprej.; 1 ; CCA 3 - 4 DNI; Dopoldan; 280255
DELO S STRANKAMI;4,23 €/h neto;LJUBLJANA;Svetovalec internetnim strankam za nemški trg. Delovne naloge: svetovanje in prodaja prehranskih dopolnil, izvajanje odhodnih in dohodnih klicev, podpora strankam preko spletnih kanalov. Pogoj je odlièno pisno in govorno izražanje v nemškem jeziku.; 1 ; DLJE ÈASA; Po dogovoru; 280253
DELO NA RECEPCIJI<strong>DELO NA RECEPCIJI IN V STREŽBI</strong>;5,49 €/h neto;DOMŽALE;Delo na recepciji, na bovlingu in v strežbi. Zaželene so izkušnje.; 1 ; DLJE ÈASA; Med vikendom; 280252
ELEKTROTEHNIÈNA DELA;6,76 €/h neto;KOMENDA-POSLOVNA CONA;Pogoj je starost nad 22 let. Delo v projektnem in produktnem vodenju, pomoè pri sestavi vzorcev v elektro industriji projektnega vodenja, sodelovanje pri zanimivih razvojnih projektih. Od študenta/ke prièakujejo  natanènost, samoiniciativnost, znanje angleškega jezika. Prednost imajo absolventi/ke in študentje/ke višjih letnikov elektrotehnike. Možnost kasnejše zaposlitve. Prijavo in CV pošlji na e-mail.; 1 ; DLJE ÈASA; Dopoldan; 280250
POMOÈ PRI PRODAJI;4,06 €/h neto;LJUBLJANA;V trgovini v nakupovalnem centru v Ljubljani, potrebujejo študenta/ko z izkušnjami pri prodaji tekstilnih izdelkov. Delo poteka izmenièno, tudi ob sobotah in nedeljah. Urna postavka dela v nedeljo je 7,10 €/h bruto.; 1 ; PO DOGOVORU; Izmensko; 280249
ADMINISTRATIVNA DELA;5,07 €/h neto;LJUBLJANA;Administrativna pomoè v izobraževalnem centru uspešnega slovenskega podjetja ter pomoè pri prodajnih aktivnostih. Deležni boste odliènega uposabljanja in mentorstva ter vpogleda v delovni proces korporacije. Pogoji: natanènost, komunikativnost, prodajna naravnanost in ciljna usmerjenost. Prijave zbirajo do 2. 11. na e-mail:  CV (pripis: Delo v izobraževalnem centru).; 2 ; DLJE ÈASA; Dopoldan; 280248
DELO V KUHINJI;4,00 €/h neto;LJUBLJANA CENTER;Pomoè v kuhinji v vrtcu. Pogoj je starost nad 18 let. Dela se samo med tednom (vikendi in prazniki so prosti).; 1 ; DO 30.11.2018; Dopoldan; 280247
TELEFONSKI MARKETING<strong>KLICNI CENTER</strong>;4,00 €/h neto;MARIBOR;Podjetje potrebuje resne, komunikativne in zanesljive študente/-ke za delo v klicnem centru (kontaktiranje obstojeèih strank). Gre za delo v mladem kolektivu, izkušnje niso obvezne. Prijave sprejemajo na e-mail.; 2 ; DLJE ÈASA; Dopoldan; 280246
GRAFIÈNO OBLIKOVANJE;4,65 €/h neto;MEDVODE;Podjetje potrebuje študent-a/ko za delo na raèunalniku (oblikovanje logotipov). Obvezno je odlièno poznavanje orodja CorelDraw ali Adobe Ilustrator. Na razgovoru se znanje orodja preveri. Možnost kasnejše zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 280245
PRODAJA;4,90 €/h neto;NOVA GORICA;Podjetje išèe prijetno osebo za delo v trgovini z modnimi oblaèili. Pogoji:  zanesljivost ter starost nad 18 let. Z delom lahko priènete takoj, izkušnje niso potrebne, vsega vas bodo nauèili tam. Veèinoma delo poteka ob nedeljah. V kolikor te delo zanima, se osebno oglasi v poslovalnici.; 1 ; DLJE ÈASA; Med vikendom; 280244
FIZIÈNA DELA;5,00 €/h neto;JESENICE;Sortiranje in oznaèevanje jeklenk. Pogoj je starost nad 18 let.; 1 ; PO DOGOVORU; Dopoldan; 280243
KURIR;4,00 €/h neto;LJUBLJANA;Dostava pošiljk po Sloveniji. Pogoji: lastno vozilo, starost nad 18 let, odgovorna in urejena oseba. Povrnjeni so potni stroški 0,10 €/km. Klièite med 16. in 19. uro.; 1 ; DLJE ÈASA/PO POTREBI; Dopoldan; 280242
PRODAJA<strong>DELO NA BLAGAJNI</strong>;4,00 €/h neto;METLIKA;Trgovsko podjetje išèe polnoletne osebe za delo v trgovini (skrb za urejen videz trgovine, polnjenje polic, delo na blagajni, strežba strankam ...); 1 ; DO KONCA LETA; Izmensko; 280241
PRODAJA;4,00 €/h neto;SLOVENSKA BISTRICA;Podjetje potrebuje polnoletni osebi za pomoè pri prodaji oblaèil in dodatkov za dom. Zaželeni/e so absolventi/ke.; 2 ; NOVEMBER IN DECEMBER; Izmensko; 280236
DELO V PROIZVODNJI;4,65 €/h neto;KAMNIK;Delo v tekstilni proizvodnji. Pogoj je starost nad 18 let.; 1 ; DLJE ÈASA; Dopoldan; 280235
STREŽBA;5,07 €/h neto;LJUBLJANA;Èajnica v centru Ljubljane je urejen lokal, ki že deset let navdušuje goste z dobrimi èaji, kavo in drugimi napitki, slašèicami ter vrhunsko postrežbo. Medse vabijo nove sodelavce za strežbo, ki imajo veselje do dela z ljudmi, so pozitivno naravnani in komunikativni, znajo delati v timu, tekoèe govorijo en tuj jezik ...; 4 ; DLJE ÈASA; Izmensko; 280234
STREŽBA;5,00 €/h neto;MARIBOR;Podjetje potrebuje polnoletno, vestno, zanesljivo in komunikativno osebo za delo v strežbi 2-3 x tedensko. Predhodne izkušnje v strežbi so zaželene. Poleg urne postavke vam pripada tudi stimulacija.; 1 ; DLJE ÈASA, 2-3 X TEDENSKO; Po dogovoru; 280232
PROJEKTNO DELO;5,92 €/h neto;LJUBLJANA;"Delo na projektih - priprava razliènih projektnih gradiv, vsebin za splet ter drugo po dogovoru. Pogoji: 2. bolonjska stopnja, smer ekonomija, marketing oz. sorodne družboslovne smeri; samostojnost in pismenost; dobro znanje orodij MS Office (Word). Delo je dinamièno in kreativno; prilagodljiv delovni èas. Prijavo s CV pošljite na email do 8.11.2018."; 2 ; DLJE ÈASA; Po dogovoru; 280231
FIZIÈNA DELA;6,00 €/h neto;MEDVODE;Trgovsko podjetje išèe osebo za delo v skladišèu in prodajalni: zlaganje artiklov na police in urejanje skladišènih prostorov, prenašanje kartonskih pošiljk z artikli, skrb za red in èistoèo.; 1 ; DLJE ÈASA; Izmensko; 280229
PROMOCIJA;5,50 €/h neto;KOROŠKA;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km.  Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280228
STREŽBA;PO DOGOVORU;GROSUPLJE;Zaželene izkušnje, starost nad 18 let, samostojno delo, poštenost, pripadnost, izpit za avto oziroma prebivališèe v bljižini. Dobre napitnine.; 1 ; DLJE ÈASA; Izmensko; 280227
PROMOCIJA;5,50 €/h neto;ZASAVJE;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km.  Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280226
DELO V SKLADIŠÈU;4,00 €/h neto;KRŠKO;Delo obsega lažja fizièna dela, pomoè v proizvodnji, pakiranju, skladišèu.; 1 ; DO 31. 12. 2018; Dopoldan; 280225
PROMOCIJA;5,50 €/h neto;NOVA GORICA;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km. Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280224
PROMOCIJA;5,50 €/h neto;KOPER;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km. Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280223
PROMOCIJA;5,50 €/h neto;KRANJ Z OKOLICO;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km. Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280222
PROMOCIJA;5,50 €/h neto;LJUBLJANA Z OKOLICO;Podjetje išèe lepotno/ega svetovalko/ca. Pogoji: veselje do komuniciranja z ljudmi, prodajna usmerjenost, ljubezen do kozmetike, energiènost, toplina, veliko prostega èasa, starost nad 22 let ter lastno osebno vozilo. Nudijo strokovno izobraževanje, možnost napredovanja in kasnejšo redno zaposlitev. Povrnejo tudi potne stroške 0,14 €/km. Za delo moraš biti na voljo vsaj 3x tedensko (od pon. do pet.). Pošlji CV na e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280221
POMOÈ PRI PRODAJI<strong>DELO NA STOJNICI</strong>;4,00 €/h neto;MARIBOR;Podjetje potrebuje štiri osebe za prodajo tekstilnih izdelkov na stojnici. Pogoj so izkušnje s prodajo. Prijave sprejemajo na elektronski naslov.; 4 ; DLJE ÈASA; Izmensko; 280220
ÈIŠÈENJE;4,00 €/h neto;SLOVENJ GRADEC;Išèejo osebo za pomoè pri èišèenju. Pogoji: delavne navade, urejenost in natanènost.; 2 ; PO DOGOVORU; Izmensko; 280219
DELO S STRANKAMI;4,00 €/h neto;LJUBLJANA BEŽIGRAD;Podjetje potrebuje študenta/študentko za delo v centru za pomoè strankam, za dlje èasa. Zaželeno: komunikativnost, iznajdljivost in sposobnost dela v timu. Prijave + CV sprejemajo na e-mail.; 1 ; DLJE ÈASA; Izmensko; 280218
DELO V KUHINJI<strong>PICOPEK</strong>;4,69 €/h neto;BENEDIKT;Picerija išèe picopeka.; 1 ; DLJE ÈASA; Po dogovoru; 280217
DELO NA BENCINSKEM SERVISU;PO DOGOVORU;ANKARAN - LAZARET ALI BERTOKI;Pomoè na bencinskem servisu in delo na blagajni (delo z gotovino). Pogoj je starost nad 18 let. Prednost imajo kandidati z znanjem italijanšèine, anglešèine in izkušnjami pri delu v trgovini.; 1 ; DLJE ÈASA; Po dogovoru; 280215
STREŽBA HRANE IN PIJAÈE<strong>STREŽBA</strong>;4,69 €/h neto;BENEDIKT;Okrepèevalnica in picerija išèe osebo za strežbo hrane in pijaèe.; 1 ; DLJE ÈASA; Po dogovoru; 280214
STREŽBA;5,00 €/h neto;ZGORNJI DUPLEK;Strežba v pub-u. Pogoji: starost nad 18 let, spretnost, komunikativnost in izkušnje z delom v strežbi.; 2 ; DLJE ÈASA; Izmensko; 280213
RAZVOZ;5,00 €/h neto;LJUBLJANA Z OKOLICO;Podjetje išèe kandidata/ko za razvoz rezervnih avtomobilskih delov. Pogoj je opravljen izpit B-kategorije in da študent prihaja iz Ljubljane ali okolice.; 1 ; DLJE ÈASA; Izmensko; 280212
KLICNI CENTER;4,00 €/h neto;LJUBLJANA CENTER;Delo v klicnem centru - organiziranje sestankov. Prilagodljiv urnik in stimulativno plaèilo. Pogoja sta komunikativnost in raèunalniška pismenost. Izkušnje niso potrebne. Prijavo z življenjepisom sprejemajo na e-naslov.; 2 ; DLJE ÈASA; Po dogovoru; 280211
POMOÈ V KUHINJI<strong>LAŽJA FIZIÈNA DELA</strong>;4,23 €/h neto;KIDRIÈEVO;Podjetje išèe pomoè v kuhinji na delilnici. Delo obsega pripravo sendvièev in solat, pomivanje posode ter delo v jedilnici. Delo bo potekalo dopoldan do 12.30 ure.; 1 ; DLJE ÈASA; dopoldan; 280209
STREŽBA;4,22 €/h neto;KOZINA;Podjetje išèe osebo, staro vsaj 19 let,  za strežbo. Pogoj je opravljen vozniški izpit. Dela se 2-3x na teden oziroma po dogovoru.; 1 ; DLJE ÈASA; Po dogovoru; 280207
DELO NA RECEPCIJI<strong>DELO NA RECEPCIJI IN V STREŽBI</strong>;5,50 €/h neto;ANAKRAN;Podjetje išèe urejeno in komunikativno polnoletno osebo za delo na recepciji in v strežbi.; 1 ; DLJE ÈASA; Izmensko; 280206
ADMINISTRATIVNA DELA;5,00 €/h neto;LJUBLJANA;Potrebujejo natanèno in zanesljivo osebo za pomoè pri obdelavi naroèil spletne prodaje knjig. Pogoj: dobro raèunalniško znanje (Excel, Word) in znanje francošèine. Urna postavka v èasu uvajanja ki traja cca. 20 ur je  4,73 €/h bruto. Prijave sprejemajo na e-mail.; 1 ; DLJE ÈASA; Izmensko; 280205
PAKIRANJE;4,50 €/h neto;LJUBLJANA;Pakiranje in pranje zelenjave. Zaželeni sta zanesljivost in resnost do dela.; 1 ; PO DOGOVORU; Dopoldan; 280202
STREŽBA;5,00 €/h neto;LJUBLJANA VIÈ;Išèejo prijazne in urejene osebe z izkušnjami v strežbi za delo v popoldanskem èasu.; 3 ; DLJE ÈASA; Popoldan; 280201
POMOÈ V TRGOVINI;4,00 €/h neto;LJUBLJANA;Te zanima delo v trgovini? Želiš pomagati pri prodaji obutve in tekstila? Potem si pravi/a! Pogoji: komunikativnost, prijaznost, natanènost, samoiniciativnost. Prijave sprejemajo na telefon.; 1 ; DLJE ÈASA; Izmensko; 280200
POMOÈ V STREŽBI;5,49 €/h neto;PORTOROŽ;Strežba. Urna postavka je lahko tudi do 7€ bruto/h. Pogoj je starost nad 18 let.; 1 ; DLJE ÈASA; Po dogovoru; 280199
STREŽBA;5,07 €/h neto;GORIŠNICA;Podjetje potrebuje polnoletno, komunikativno in zanesljivo osebo za delo v strežbi urejenega lokala. Delovni èas je dopoldan in popoldan oz. po dogovoru in potrebi. Interesenti naj poklièejo na kontakt podjetja.; 1 ; DLJE ÈASA, PO POTREBI; Izmensko; 280198
PRODAJA;4,06 €/h neto;KRANJ;Delo v trgovini z nakitom. Izkušnje pri prodaji dobrodošle.; 1 ; DLJE ÈASA; Po dogovoru; 280197
DELO V KUHINJI;5,00 €/h neto;BLED;Podjetje išèe zanesljivo, pošteno, prijazno osebo za pomožna dela v kuhinji.; 1 ; PO DOGOVORU; Izmensko; 280194
DELO NA TERENU<strong>VOZNIK</strong>;4,06 €/h neto;KOPER;Podjetje išèe veè polnoletnih oseb za vožnjo avtomobilov. Pogoj: veljaven izpit B kategorije. Plaèilo: 4,80 - 7,00 € bruto/h.; 5 ; DLJE ÈASA; Po dogovoru; 280193
STROKOVNO DELO;PO DOGOVORU;LJUBLJANA;Oddelek podpore trgovanja z elektrièno energijo: organizacija in naèrtovanje voznih redov odjema in oddaje elektriène energije, izdelava in kontrola napovedi odjema in oddaje elektriène energije, izdelava osnovnih poroèil, sodelovanje na avkcijah èezmejnih prenosnih kapacitet ... Pogoja: obvladanje MS Office programov in odlièno znanje anglešèine. Prijavo pošlji na e-naslov.; 1 ; DLJE ÈASA; Dopoldan; 280192
BLAGAJNIK;4,30 €/h neto;KRANJ;Pogoj je starost nad 18 let. Urna postavka je lahko tudi višja, nedeljsko plaèilo je 8 €/h bruto.; 2 ; DLJE ÈASA; Izmensko; 280191
VZDRŽEVANJE;5,00 €/h neto;KOMEN;Veèje podjetje v regiji išèe pomoè pri vzdrževanju strojev in naprav. Poleg navedene urne postavke podjetje poskrbi tudi za malico na delovnem mestu.; 1 ; PO DOGOVORU; Izmensko; 280189
DELO V PROIZVODNJI;5,00 €/h neto;LJUBLJANA CENTER;Podjetje išèe osebo za delo v pekarstvu in slašèièarstvu. Zaželene so izkušnje, delo se opravlja zunaj v decembru. Pogoj je starost nad 20. let.; 1 ; DLJE ÈASA; Med vikendom; 280188
POMOÈ PRI PRODAJI;4,47 €/h neto;LJUBLJANA;Podjetje išèe osebe za pomoè pri prodaji. Urnik je po dogovoru. Zaželeno je znanje tujih jezikov. Pogoj je starost nad 20 let.; 3 ; DLJE ÈASA; Izmensko; 280187
ÈIŠÈENJE;5,00 €/h neto;LJUBLJANA BTC;Èišèenje poslovnih prostorov. Dela se od 9. - 19. ure.; 4 ; DLJE ÈASA; Med vikendom; 280184
PRODAJA<strong>DELO V TRGOVINI</strong>;5,15 €/h neto;ŠMARCA;Podjetje potrebuje polnoletno osebo za delo v trgovini (polnjenje polic, delo na blagajni, strežba, skrb za èistoèo). Poteka izmensko (delovni so tudi vikendi). Pogoji: delovne izkušnje, veselje do dela z ljudmi.; 1 ; DLJE ÈASA; Izmensko; 280183
POMOÈ V KUHINJI;5,00 €/h neto;LJUBLJANA;Pogoji: pridnost, obèutek za èistost, natanènost in veselje do dela v kuhinji.; 1 ; DLJE ÈASA; Dopoldan; 280179
DELO V ORDINACIJI;6,34 €/h neto;LJUBLJANA VIÈ;Dinamièen kolektiv z najsodobnejšimi metodami v zobozdravstvu zaradi poveèanja obsega dela ponuja delo absolventu Zdravstvene fakultete, smer zdravstvena nega. Delo obsega asistiranje ob zobozdravstvenem stolu, razkuževanje, sterilizacijo in pripravo inštrumentov in ordinacije. Pogoji: dobre roène spretnosti, izjemna natanènost, doslednost in zanesljivost. Zaželeno je dobro znanje angleškega jezika.; 1 ; DLJE ÈASA; Izmensko; 280176
