delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra
ČIŠČENJE;4.00;CELJE Z OKOLICO;Iščejo več oseb za čiščenje nakupovalnih vozičkov, ki se opravlja z mobilno prikolico, v katero se namestijo nakupovalni vozički in se v njej avtomatsko čistijo. Opravlja se tudi čiščenje z visokotlačnim čistilnim strojem (vap). Delo poteka po območju celotne Slovenije, prevoz je zagotovljen. Delovni čas je dopoldan ali popoldan (glede na dogovor s študentom/ko).;3; 2 MESECA; Po dogovoru;279272

DELO V KUHINJI;4.00;VELENJE;Potrebujejo 2 osebi za pomoč pri delu v kuhinji. Zaželeno: dijaki ali študenti gostinske, gastronomske ali živilske smeri. Delo poteka od ponedeljka do petka, s pričetkom ob 6. uri. Prijave sprejemajo preko e-maila.;2; DLJE ČASA; Dopoldan;279283

TEŽJA FIZIČNA DELA;5.07;SEVNICA;SPREJEM PAKETOV na sedežu pošte. Pogoj je starost nad 18 let, ker je delo lahko tudi v nočnem času.Za težja manipulacijska dela je urna postavka 6€ bruto, za enostavna pa 4,73 € bruto.;1; DLJE ČASA; Popoldan;279280

PRODAJA;4.22;LJUBLJANA;Pomoč pri prodaji oblačil. Iščejo osebo, staro nad 20 let, pozitivno, energično, hitro, prijazno, ki ima rada modo in delo s strankami, jo veseli kombiniranje oblačil, se je pripravljena učiti in izpopolnjevati in je poštena. Nedeljsko delo je plačano 5,92 €/h bruto. Samo resni.;1; DLJE ČASA; Izmensko;279277

DELO V PROIZVODNJI;4.61;LJUBLJANA;Pomoč v proizvodnji, delo po navodilu nadrejenega. Pričetek v ponedeljek ob 14. uri.;1; DLJE ČASA; Popoldan;279271

POMOČ V TRGOVINI;4.00;MARIBOR;Iščejo študenta/ko za pomoč na oddelku delikatese v trgovskem centru. Delo bo potekalo po urniku oz. po dogovoru. Za podrobnejše informacije in dogovor za sestanek pokličite na telefonsko številko med 7. in 19. uro ali pa jim pišite na email.;1; PO DOGOVORU; Po dogovoru;279268

DELO V PROIZVODNJI;4.31;ŠKOFJA LOKA;Iščejo študente za lažje fizično delo v proizvodnji. Pogoj je polnoletnost.  V dopoldanski izmeni zagotavljajo toplo malico. Možnost kasnejše zaposlitve.;3; PO DOGOVORU; Izmensko;279261

DELO NA TERENU;5.07;LJUBLJANA;Dostava in sprejemanje pošiljk pri strankah. Pogoja: vozniško dovoljenje B kategorije ter 1 leto in pol izkušenj.;3; DLJE ČASA; Popoldan;279259

DELO V SKLADIŠČU;4.00;TRŽIČ;Pospravljanje skladišča, nalaganje in razlaganje.;6; CCA. 1 MESEC OBČASNO; Dopoldan;279256

MONTAŽA;4.25;MARIBOR Z OKOLICO;Podjetje potrebuje osebo, ki jo veseli  delo na montaži prezračevalnih in klimatskih naprav. Delo poteka po Mariboru in po Sloveniji v dopoldanskem času, s pričetkom ob 7.00. Zaželene so izkušnje pri montaži ali v gradbeništvu, niso pa pogoj. Možnost kasnejše zaposlitve.;1; DLJE ČASA; Dopoldan;279255

POMOČNIK VZGOJITELJA;4.00;KAMNIK - PEROVO;Vzgojno-vartsveni zavod potrebuje polnoletno osebo za delo v vrtcu (v oddelkih prve in druge starostne skupine) ter za občasno pomoč pri drugih opravilih (kuhinja, pralnica). Zaželena smer izobraževanja s področja VIZ. Delo ne bo nujno vsak dan, po potrebi.;2; DLJE ČASA PO POTREBI; Dopoldan;279248

DELO NA TERENU;4.22;MARIBOR Z OKOLICO;Delo poteka v mladem timu na terenu po Sloveniji. Izvajajo se dela na strehi. Pogoj je starost nad 18 let. Plačilo: 5 do 7 € bruto/h.;1; PO DOGOVORU; Po dogovoru;279245

POMOČ PRI PRODAJI;4.00;LJUBLJANA;Delo s strankami, urejanje in polnjenje polic, raznašanje robe. Od kandidata/tke se pričakuje veliko prostega časa. Prijave sprejemaj ona elektronski naslov ali preko telefona.;2; DLJE ČASA; Izmensko;279244

REŠEVALEC/KA IZ VODE;5.92;PORTOROŽ;Reševalec/ka iz vode na notranjih bazenih.Pogoja sta polnoletnost in veljavna licenca A1, A2.;1; DLJE ČASA; Po dogovoru;279242

STREŽBA;4.50;BRITOF;Pogoji: doslednost, točnost, veselje do dela z ljudmi. Izkušnje niso pogoj.;1; PO DOGOVORU; Po dogovoru;279239

DELO V PROIZVODNJI;4.61;ŠENTJANŽ PRI DRAVOGRADU;Lažja dela v proizvodnji (zlaganje desk).;1; 1 MESEC; Izmensko;279238

STREŽBA;4.00;IZOLA;Za delo v strežbi iščejo študenta/ko. Delo poteka tudi ob vikendih. Pogoj je starost nad 18 let.;1; DLJE ČASA; Po dogovoru;279235

RAZVOZ;4.50;KAMNIK + OKOLICA;Picerija iz Kamnika išče prijetnega, delavnega kandidata za razvoz hrane po Kamniku in širši okolici. Delo je fleksibilno. Pogoj je izpit B kategorije.;3; DLJE ČASA; Po dogovoru;279234

INFORMATIKA;4.00;KOPER;Oblikovanje in ažuriranje vsebine na spletnih straneh. Pogoji: poznavanje osnovnih računalniških orodij ter poznavanje spletnih rešitev in starost nad 18 let.;1; OD 5.11.2018 DO APRILA 2019; Dopoldan;279226

DELO V SKLADIŠČU;4.65;MEDVODE;Podjetje potrebuje pomoč za delo v skladišču, pripravo blaga. Pogoji: starost nad 18 let, natančnost in hitrost.;2; DLJE ČASA; Dopoldan;279225

ADMINISTRATIVNA DELA;4.65;MEDVODE;Podjetje potrebuje komercialista/tko za sprejem telefonskih klicev, delo s strankami in delo na računalniku (priprava in izdaja predračunov). Pogoji: starost nad 18 let, komunikativnost in prijaznost. Nudijo možnost kasnejše redne zaposlitve.;2; DLJE ČASA; Dopoldan;279224

STREŽBA;4.61;KAMNIK;Pogoji: starost nad 18 let, prijaznost in urejenost.;2; DLJE ČASA; Po dogovoru;279220

STREŽBA;5.50;LJUBLJANA;Iščejo dve osebi za strežbo v prijetni  kavarni. Pogoji: komunikativnost in urejenost. Začetek takoj. Pokliči.;2; DLJE ČASA; Izmensko;279214

BLAGAJNIK;4.65;KRANJSKA GORA;Prodaja smučarskih vozovnic. Podjetje plača tudi polovico stroškov prevoza.;4; OD 1.12.2018 DO 15.03.2019; Dopoldan;279213

DELO V PROIZVODNJI;4.48;LOGATEC;Podjetje potrebuje osebo za pomoč  v proizvodnji reklamnih napisov-sestavljanje različnih komponent. Kandidat/-ka mora imeti tehnične spretnosti. Od kandidata/-ke se pričakujejo resnost, pridnost, poštenost. Prijavo pošlji na e-naslov;2; DLJE ČASA; Dopoldan;279205

STREŽBA;4.73;KAMNIK;Prijeten lokal v bližini šolskega centra v Kamniku potrebuje osebo za delo v strežbi. Delovnik je fleksibilen.;3; DLJE ĆASA; Popoldan;279202

POMOČ PRI PRODAJI;4.22;LJUBLJANA;Iščejo zanesljive, pridne, delavne, polnoletne in urejene osebe z več prostega časa. Delovni čas je vsak dan od ponedeljka do nedelje. Komunikativni in željni znanja dobrodošli, da jih kontaktirate.;2; DLJE ČASA; Izmensko;279200

STREŽBA;4.50;ŠKOFJA LOKA;Pogoji: urejenost, zanesljivost, prijaznost, samostojnost pri delu, odgovornost (delo z denarjem) ter skrb za red in čistočo. Starost nad 18. let, ni pa pogoj, v temu primeru se dela samo ob vikendih kot pomoč.;2; PO DOGOVORU; Po dogovoru;279186

DELO V SKLADIŠČU;4.23;VELENJE;Podjetje potrebuje polnoletno osebo za delo v skladišču.;2; DLJE ČASA; Dopoldan;279185

PROGRAMIRANJE;9.29;LJUBLJANA;Podjetje išče programerja z znanjem in izkušnjami s področja programiranja naprednih aplikacij za mobilno platformo Android (Kotlin, Android Studio, networking, SQLite/Room, Jetpack, view model, pisanje testov). Zaželeno tudi poznavanje Java in preostalih programskih platform/jezikov - iOS (Swift, Objective-C), PHP (Laravel), jQuery. Višja urna postavka za uspešno in hitro rešeno delo. Prijavo pošljite na email.;1; PO DOGOVORU; Dopoldan;279181

RAČUNOVODSKA DELA;4.00;ŽALEC;Za administrativna dela in pomoč v računovodstvu iščejo študenta/ko. Delo bo potekalo po dogovoru, nekajkrat na teden. Pogoj je starost nad 18 let. Prijave sprejemajo na e-mail.;1; OBČASNO, PO DOGOVORU; Dopoldan;279177

STREŽBA;6.00;DOMŽALE;Podjetje potrebuje osebo za samostojno strežbo v hotelu. Pogoji: izkušnje vsaj 6 mesecev, starost nad 18 let, urejenost, zanesljivost in veselje do dela.;4; DLJE ČASA; Po dogovoru;279174

ANKETIRANJE PO TELEFONU;4.00;LJUBLJANA;Anketiranje v telefonskem studiu. Urna postavka se lahko poviša tudi do 5 €/h bruto. Pogoj: da lahko delaš vsaj 3 krat na teden popoldan od 15. do 21. ure. lahko tudi dopoldan. Začetek dela takoj. Pokliči.;8; DLJE ČASA; Popoldan;279169

STREŽBA;5.00;ZGORNJI HOTIČ;Strežba hrane in pijače, skrb za čisto delovno okolje. Pogoji: starost nad 18 let, poštenost, zaželeno znanje tujih jezikov.;2; PO DOGOVORU; Izmensko;279163

POMOČ V TRGOVINI;4.00;LJUBLJANA;V svoj kolektiv  iščejo zanesljivo, delovno, komunikativno, prijazno osebo, ki ima izkušnje v prodaji. Delo obsega pomoč in svetovanje strankam, delo na blagajni, urejanje trgovine in izložb ... Piši ali pokliči in postani del kolektiva.;1; DLJE ČASA; Po dogovoru;279160

ANIMATOR;6.08;LJUBLJANA;Iščejo vesele animatorke in animatorje za poslikavo obraza.  Zaželen lasten prevoz. Pošlji svoj življenjepis.;2; DLJE ČASA; Po dogovoru;279158

DELO S STRANKAMI;4.00;CELJE;Delo v optiki trgovskega centra: prodaja ter pomoč pri prodaji.  Dobrodošle so izkušnje s strankami, komunikativnost, vestnost in resnost do dela. Pogoj: starost nad 22 let.;1; DLJE ČASA; Popoldan;279157

STREŽBA;5.00;LJUBLJANA;Strežba na catering dogodkih. Delo poteka večinoma v Ljubljani. Plačilo znaša od 5,92 € bruto/h dalje.;3; PO DOGOVORU; Po dogovoru;279154

HOSTES/A;4.50;LJUBLJANA;Hostes/a za pomoč v strežbi v dnevni restavraciji. Delo poteka od ponedeljka do petka s pričetkom ob 9.30 .;3; DLJE ČASA; Dopoldan;279153

STREŽBA;6.00;BREZOVICA PRI LJUBLJANI;Iščejo urejeno in komunikativno osebo za delo v baru na bencinskem servisu. Urnik pripravijo 1 mesec vnaprej. Izkušnje niso pogoj, so pa zaželene.;1; DLJE ČASA; Po dogovoru;279148

POMOČ V KUHINJI;4.39;LJUBLJANA;Potrebujejo polnoletno osebo za pomivanje posode v kuhinji. Vikendi so dela prosti. Pomembno je veselje do dela , osebna urejenost, redoljubnost ... Plačilo je redno.;1; DLJE ČASA; Dopoldan;279147

STREŽBA;6.00;LJUBLJANA;Podjetje potrebuje osebo za delo v strežbi, izkušnje niso pogoj.;2; PO DOGOVORU; Po dogovoru;279144

KOMERCIALNA DELA;5.92;LJUBLJANA;Iščejo polnoletne osebe za zastopanje podjetja pri promocijah in trženju blagovne znamke na terenu s poudarkom na ekologiji. Od kandidatov pričakujejo resnost, komunikativnost in odgovornost. Prijave sprejemajo na elektronski naslov in telefon.;6; DLJE ČASA; Po dogovoru;279143

PRODAJA;4.14;LJUBLJANA;Iščejo prijazno osebo z izkušnjami za delo v trgovini. Sprejemajo le prijave študentov iz Ljubljane, saj je delo izmensko (dop ali pop in med vikendi) in se vožnja iz odročnih krajev ne izplača. Iščejo osebo višjih letnikov, ki bi lahko delala dlje časa. Napisana urna postavka je osnovna, so še dodatki za nedeljsko in praznično delo, dodatki za uspešnost ekipe pri prodaji in dodatki za delo po določenem obdobju. Za prijavo izpolnite anketo.;1; DLJE ČASA; Izmensko;279142

POMOČ V KUHINJI;4.06;LJUBLJANA;Iščejo osebo za pomoč pri pripravi hrane, pomivanju posode in razdeljevanju hrane.;1; DLJE ČASA; Izmensko;279141

STREŽBA;6.00;LJUBLJANA;Podjetje s prijetnim lokalom nudi popoldansko delo med tednom. Lokal je odprt od ponedeljka do petka do 23. ure. Vikendi so prosti. Zaželena je starost nad 21 let.;1; DLJE ČASA; Popoldan;279139

POMOČ V TRGOVINI;4.00;POSTOJNA;Pomoč v trgovini s športno opremo. Če te delo zanima, se oglasi v trgovini.;2; PO DOGOVORU; Po dogovoru;279138

DELO V KUHINJI;5.50;MENGEŠ;Podjetje potrebuje osebe za pomoč v pomivalnici. Delovnik je dopoldanski. Izmensko delo po dogovoru ali po potrebi.;3; DO 30.11.2018; Dopoldan;279132

POMOČ PRI PRODAJI;5.20;ROŽNA DOLINA;Pomoč pri prodaji (zlaganje artiklov na police, skrb za čistočo v trgovini, delo na blagajni, pomoč strankam). Delo poteka med tednom in ob vikendih. Pogoji: dobro pogovorno znanje italijanskega jezika, komunikativnost, urejenost in polnoletnost. Prijave s kontaktno številko sprejemajo na e-mail, za dodatne informacije jih lahko pokličete.;2; DLJE ČASA; Izmensko;279129

STREŽBA;4.50;ŠENTJUR;Kavarna išče pomoč za delo v strežbi (predhodne izkušnje niso pogoj). V prijaznem kolektivu vas z veseljem pričakujejo. Za vse dodatne informacije jih pokličite ali jim pišite na e-mail.;1; PO DOGOVORU; Po dogovoru;279123

POMOČ PRI PRODAJI;4.14;LJUBLJANA;Pomoč pri prodaji in svetovanje pri plavalni in potapljaški opremi. Dela se popoldan ter po dogovoru med vikendi. Pogoji: samostojnost, komunikativnost, pripravljenost na nove izive ter znanje angleškega jezika. Zaželene so predhodne izkušnje z gotovino in blagajno. Delo v mladem timu, ki ceni iznadljivost in sodelovanje. Delovni čas je prilagodljiv študijskim obveznostim.;2; DLJE ČASA; Popoldan;279122

DELO NA TERENU;5.00;LJUBLJANA;Podjetje potrebuje polnoletni osebi  za delo na terenu, postavljanje prireditvenih šotorov in opreme.  Fleksibilen delovnik. Malica in prevoz sta plačana.;2; DLJE ČASA; Po dogovoru;279120

POMOČ V KUHINJI;5.07;LJUBLJANA;Pogoj so izkušnje z delom v kuhinji. Dela se v okrepčevalnici s hitro prehrano ali v kuhinji restavracije. Možna kasnejša redna zaposlitev.;2; DLJE ČASA; Po dogovoru;279119

STREŽBA HRANE IN PIJAČE;5.07;LJUBLJANA;Pogoj so izkušnje s strežbo hrane in pijače. Možna kasnejša redna zaposlitev.;2; DLJE ČASA; Po dogovoru;279118

DELO S STRANKAMI;4.00;LJUBLJANA;Delo v turistični agenciji, prodaja turističnih aranžmajev. Zaželene izkušnje z delom v turizmu, višji letnik študija. Občasna dežurstva ob nedeljah. Prijave sprejemajo na e-mail.;2; DLJE ČASA; Izmensko;279117

DELO V DELAVNICI;6.00;IOC ZAPOLJE LOGATEC;Pomoč pri montaži sklopov naprav. Zaželene so ročne spretnosti in izkušnje pri delu z ročnim orodjem.;2; PO DOGOVORU; Dopoldan;279116

PROMOCIJA;6.08;KRANJ Z OKOLICO;Si energičen/a, simpatičen/a in komunikativen/a? Imaš lasten prevoz? Si želiš delati promocije? Potem čimprej pošlji svoj življenjepis ali pokliči.;2; DLJE ČASA; Po dogovoru;279115

PROMOCIJA;6.08;OBALA Z OKOLICO;Si energičen/a, simpatičen/a in komunikativen/a? Imaš lasten prevoz? Si želiš delati promocije? Potem čimprej pošlji svoj življenjepis.;2; DLJE ČASA; Po dogovoru;279114

ANIMATOR;6.08;LJUBLJANA;Rad/a delaš z otroki? Si energičen/a, simpatičen/a in komunikativen/a? Potem pošlji svoj življenjepis in spremno pismo. Zaželen lasten prevoz. Nudijo možnost dolgoročnega sodelovanja.;4; DLJE ČASA; Po dogovoru;279113

POMOČ PRI PRODAJI;4.00;KOPER;Trgovec s tehničnim blagom vabi polnoletne osebe, da se pridružijo ekipi za pomoč pri prodaji. Delo v prodaji ponuja priložnost za razvoj kompetenc, ki iz prodajalca naredijo strokovnjaka. Izkušnje s prodajo so zaželene. Če ti je delo s tehničnimi izdelki blizu, se oglasi. Morda si boste všeč. Plačilo je fiksno plus stimulativno ter nagrada 10 eur/bruto za oddelano nedeljo.;2; DLJE ČASA; Po dogovoru;279111

STREŽBA HRANE IN PIJAČE;4.00;LOGATEC;Podjetje išče osebo za delo v strežbi. Zaželene so izkušnje s strežbo hrane. Plačilo je odvisno od predhodnih izkušenj in sega od 4,73 do 7,00 €/h bruto. Poslovni čas  gostilne je od 9. do 16. ure.;1; DLJE ČASA; Dopoldan;279108

POMOČ V TRGOVINI;4.00;MARIBOR;Podjetje potrebuje komunikativnega/o in natančnega/o študenta/ko za pomoč v trgovini. Imajo manjše poslovalnice v Mariboru in okolici, kjer so potrebne izkušnje z delom na blagajni in pri delu z ljudmi. Če ste se našli v opisu, jim pišite na elektronski naslov ali jih kontaktirajte na telefonsko številko vsak dan do 15.30.;1; DLJE ČASA; Po dogovoru;279106

ADMINISTRATIVNA DELA;4.65;KANDRŠE;Podjetje potrebuje polnoletno osebo za pomoč v sprejemni pisarni podjetja. Pričakujejo dobro znanje nemškega in angleškega jezika, urejenost, prijaznost, komunikativnost, poznavanje osnov pisne in ustne komunikacije, bontona …, vsaj V.stopnjo izobrazbe smer ekonomija, uprava ali administracija. Prednost bodo imeli kandidati, ki so v preteklosti že delali na podobnih delovnih mestih.;1; DLJE ČASA; Dopoldan;279104

STREŽBA;6.00;VRHNIKA;Podjetje išče polnoletne osebe za delo v strežbi. Zaželene izkušnje, poštenost, prijaznost in komunikativnost. Redno plačilo.;2; DLJE ČASA; Izmensko;279102

STREŽBA HRANE IN PIJAČE;4.22;LJUBLJANA;Podjetje išče odgovorno osebo za delo v manjšem gostinskem lokalu. Delo poteka za postrežnim pultom v prijetnem delovnem okolju. Delovne naloge so izdaja pijače in hrane ter zaračunavanje le-te strankam, ostala dela po dogovoru.;1; DLJE ČASA; Dopoldan;279099

PRODAJA;4.22;NOVA GORICA;V mlad kolektiv vabijo posameznike z ljubeznijo do modne obutve.;1; DLJE ČASA; Izmensko;279097

ADMINISTRATIVNA DELA;4.65;BRNIK;Podjetje išče osebo za ažuriranje, revidiranje in arhiviranje letalskih  priročnikov in dokumentacije v oddelku Podpora letenju. Pogoji: starost nad 18 let, zanesljivost pri delu in urejenost.;1; DLJE ČASA; Dopoldan;279093

RAZVOZ;5.00;CELJE;Razvoz hrane po lokacijah in pomoč v kuhinji. Pogoj je starost nad 18 let.;2; DLJE ČASA, PO DOGOVORU; Dopoldan;279092

STREŽBA;5.00;LJUBLJANA;Iščejo prijazne osebe za delo v gostinskem lokalu v sklopu teniških igrišč.;2; DLJE ČASA; Izmensko;279091

POMOČNIK VZGOJITELJA;4.00;LJUBLJANA;Potrebujejo osebo za pomoč vzgojitelju. Prijave sprejemajo na elektronski naslov ali preko telefona.;2; PO DOGOVORU; Dopoldan;279089

POMOČ PRI PRODAJI;5.00;LJUBLJANA;Pomoč pri prodaji kruha. Pogoj je starost nad 20 let. Kliči med 11. in 15. uro.;1; DLJE ČASA; Izmensko;279086

FOTOKOPIRANJE;5.00;LJUBLJANA;Delo v fotokopirnici: sprejem strank, pomoč strankam pri tiskanju, priprava dokumentov za tisk, ostala grafična obdelava, fotokopiranje. Delovnik od 12.00 dalje oz. po dogovoru.;1; DLJE ČASA; Izmensko;279074

PRODAJA;4.00;RAČE, MARIBOR;Podjetje potrebuje dve osebi za prodajo v butiku z ženskimi oblačili. Delovnik je od ponedeljka do nedelje.;2; DLJE ČASA; Popoldan;279071

VALEJ/VALEJKA;4.00;KRANJSKA GORA;Plačilo za delo v dnevni izmeni je 4,73 € bruto/h, za nočno, nedeljsko in praznično delo 5,20 € bruto/h. Pogoj je starost nad 18 let. Vloge pošljite na e-mail.;2; PO DOGOVORU; Po dogovoru;279070

ANIMATOR;5.50;LJUBLJANA;Potrebujejo animatorko/ja na športnih rojstnih dnevih. Pogoj so izkušnje z animatorstvom otrok, pripravljenost na dolgoročno sodelovanje,  komunikativnost in dobra energija. Delo poteka ob petkih in za vikend oz. odvisno od rezervacije rojstnega dneva. Prijavo pošlji na e-mail.;1; DLJE ČASA; med vikendom;279068

RAZVOZ;4.61;LJUBLJANA;Podjetje potrebuje več fizično močnih polnoletnih oseb za razvoz gospodinjskih aparatov. Pogoj je izpit B kategorije, vsaj 2 leti. Zaželene so izkušnje z vožnjo kombija, niso pa pogoj. Vikendi in prazniki so dela prosti. Prijave sprejemajo na telefon.;2; DLJE ČASA; Po dogovoru;279066

ČIŠČENJE;4.90;LJUBLJANA;Čiščenje poslovnih prostorov 2 krat tedensko po 3 ure.;1; 6 MESECEV; Popoldan;279061

MASKOTA;5.50;KAMNIK - DOMŽALE;Podjetje potrebuje polnoletno osebo za občasno nošenje maskote na prireditvah. Pogoj: lasten prevoz.;1; DLJE ČASA; Izmensko;279058

DELO V AVTOPRALNICI;5.00;LJUBLJANA;Delo v avtopralnici. Pogoji: starost nad 20 let, zanesljivost in prilagodljivost. Zaželen je izpit B kategorije.;1; DLJE ČASA; Dopoldan;279054

PROJEKTIRANJE;5.00;LJUBLJANA;Usklajen tim vabi v svoje vrste osebo za projektiranje notranje opreme. Delo zajema izrise in svetovanje ter projektiranje notranje opreme v salonu notranje opreme. Je dinamično in časovno prilagodljivo. Zaželeni so absolventi/ke. CV in prijave sprejemajo na e-mail.;1; DLJE ČASA; Po dogovoru;279053
